code,error
8844,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8881,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8890,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8892,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8893,only algorithm code 1 and 2 are supported
8918,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8929,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8938,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8996,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x82o\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9007,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
9025,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9039,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9041,only algorithm code 1 and 2 are supported
9042,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9052,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9062,No objects to concatenate
9063,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9067,No objects to concatenate
9081,No objects to concatenate
9090,No objects to concatenate
9101,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9127,only algorithm code 1 and 2 are supported
9143,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9176,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9206,No objects to concatenate
9232,only algorithm code 1 and 2 are supported
9264,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9268,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9275,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9278,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9279,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9310,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:15>], /'Encoding', /'UniJIS-UTF16-H']"
9312,No objects to concatenate
9351,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9359,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9365,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9366,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9401,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9404,only algorithm code 1 and 2 are supported
9408,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9419,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9422,only algorithm code 1 and 2 are supported
9424,only algorithm code 1 and 2 are supported
9428,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9432,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
9434,only algorithm code 1 and 2 are supported
9468,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9505,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9511,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9532,only algorithm code 1 and 2 are supported
9537,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9601,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9605,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9610,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9612,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9613,only algorithm code 1 and 2 are supported
9616,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9621,only algorithm code 1 and 2 are supported
9628,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9629,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9632,only algorithm code 1 and 2 are supported
9637,only algorithm code 1 and 2 are supported
9640,only algorithm code 1 and 2 are supported
9644,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9679,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9684,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9692,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9696,No objects to concatenate
9699,only algorithm code 1 and 2 are supported
9706,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9744,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
9746,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9759,only algorithm code 1 and 2 are supported
9766,only algorithm code 1 and 2 are supported
9767,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9827,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9835,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9853,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9880,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9885,No objects to concatenate
9890,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9946,No objects to concatenate
9948,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9964,only algorithm code 1 and 2 are supported
9978,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9983,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9984,only algorithm code 1 and 2 are supported
9993,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
9996,No objects to concatenate
